M,N,AvgTime,TotalRun,NonZeroPerRow,NonZeroElements,Bandwidth,Flops,value_type,Type,Strides,TransactionByte,WordSize
3860000,3860000,  3.347500,10,1.000000,3860000,23.061988,2.306199,4,CUSPARSE,3859518,128,32
3860000,3860000,  4.838600,10,2.000000,7720000,25.528046,3.191006,4,CUSP,7719014,128,32
3860000,3860000,  4.988700,10,2.000000,7720000,24.759958,3.094995,4,CUSPARSE,7719014,128,32
3860000,3860000,  9.428100,10,4.000000,15440000,22.927207,3.275315,4,CUSP,15438009,128,32
3860000,3860000,  7.960900,10,4.000000,15440000,27.152709,3.878958,4,CUSPARSE,15438009,128,32
3860000,3860000, 17.989100,10,8.000000,30880000,22.315736,3.433190,4,CUSP,30875955,128,32
3860000,3860000, 15.339500,10,8.000000,30880000,26.170345,4.026207,4,CUSPARSE,30875955,128,32
3860000,3860000, 33.714800,10,16.000000,61760000,22.897956,3.663673,4,CUSP,61752119,128,32
3860000,3860000, 33.326400,10,16.000000,61760000,23.164818,3.706371,4,CUSPARSE,61752119,128,32
3860000,3860000, 63.556300,10,32.000000,123520000,23.807553,3.886947,4,CUSP,123504087,128,32
3860000,3860000, 66.747700,10,32.000000,123520000,22.669246,3.701101,4,CUSPARSE,123504087,128,32
3860000,3860000,124.100900,10,64.000000,247040000,24.136489,3.981277,4,CUSP,247008456,128,32
3860000,3860000,136.951700,10,64.000000,247040000,21.871653,3.607695,4,CUSPARSE,247008456,128,32
3860000,3860000,246.501700,10,128.000000,494080000,24.177683,4.008735,4,CUSP,494016349,128,32
3860000,3860000,246.811400,10,128.000000,494080000,24.147345,4.003705,4,CUSPARSE,494016349,128,32
3880000,3880000,  2.668500,10,1.000000,3880000,29.080009,2.908001,4,CUSP,3879497,128,32
3880000,3880000,  3.364000,10,1.000000,3880000,23.067778,2.306778,4,CUSPARSE,3879497,128,32
3880000,3880000,  4.868300,10,2.000000,7760000,25.503770,3.187971,4,CUSP,7759017,128,32
3880000,3880000,  5.015200,10,2.000000,7760000,24.756740,3.094592,4,CUSPARSE,7759017,128,32
3880000,3880000,  9.472800,10,4.000000,15520000,22.937252,3.276750,4,CUSP,15518014,128,32
3880000,3880000,  7.999700,10,4.000000,15520000,27.161019,3.880146,4,CUSPARSE,15518014,128,32
3880000,3880000, 17.935500,10,8.000000,31040000,22.498397,3.461292,4,CUSP,31035977,128,32
3880000,3880000, 15.599900,10,8.000000,31040000,25.866833,3.979513,4,CUSPARSE,31035977,128,32
3880000,3880000, 32.528500,10,16.000000,62080000,23.856003,3.816961,4,CUSP,62072114,128,32
3880000,3880000, 33.501600,10,16.000000,62080000,23.163073,3.706092,4,CUSPARSE,62072114,128,32
3880000,3880000, 63.795300,10,32.000000,124160000,23.841255,3.892450,4,CUSP,124144081,128,32
3880000,3880000, 67.038900,10,32.000000,124160000,22.687723,3.704118,4,CUSPARSE,124144081,128,32
3880000,3880000,124.643500,10,64.000000,248320000,24.155933,3.984484,4,CUSP,248288230,128,32
3880000,3880000,137.655300,10,64.000000,248320000,21.872605,3.607852,4,CUSPARSE,248288230,128,32
3880000,3880000,247.858000,10,128.000000,496640000,24.169968,4.007456,4,CUSP,496576725,128,32
3880000,3880000,248.118900,10,128.000000,496640000,24.144553,4.003242,4,CUSPARSE,496576725,128,32
3900000,3900000,  2.681400,10,1.000000,3900000,29.089283,2.908928,4,CUSP,3899499,128,32
3900000,3900000,  3.391700,10,1.000000,3900000,22.997318,2.299732,4,CUSPARSE,3899499,128,32
3900000,3900000,  4.593000,10,2.000000,7800000,27.171784,3.396473,4,CUSP,7798951,128,32
3900000,3900000,  4.823500,10,2.000000,7800000,25.873329,3.234166,4,CUSPARSE,7798951,128,32
3900000,3900000,  9.539300,10,4.000000,15600000,22.894762,3.270680,4,CUSP,15597999,128,32
3900000,3900000,  8.061800,10,4.000000,15600000,27.090725,3.870103,4,CUSPARSE,15597999,128,32
3900000,3900000, 18.229100,10,8.000000,31200000,22.250139,3.423098,4,CUSP,31195935,128,32
3900000,3900000, 15.685300,10,8.000000,31200000,25.858607,3.978247,4,CUSPARSE,31195935,128,32
3900000,3900000, 34.165000,10,16.000000,62400000,22.830382,3.652861,4,CUSP,62392049,128,32
3900000,3900000, 33.735000,10,16.000000,62400000,23.121387,3.699422,4,CUSPARSE,62392049,128,32
3900000,3900000, 64.231800,10,32.000000,124800000,23.801295,3.885926,4,CUSP,124784176,128,32
3900000,3900000, 67.385900,10,32.000000,124800000,22.687239,3.704039,4,CUSPARSE,124784176,128,32
3900000,3900000,125.245400,10,64.000000,249600000,24.163762,3.985775,4,CUSP,249568270,128,32
3900000,3900000,138.179300,10,64.000000,249600000,21.901978,3.612697,4,CUSPARSE,249568270,128,32
3900000,3900000,249.199500,10,128.000000,499200000,24.163772,4.006429,4,CUSP,499136384,128,32
3900000,3900000,249.656800,10,128.000000,499200000,24.119511,3.999090,4,CUSPARSE,499136384,128,32
3920000,3920000,  2.696300,10,1.000000,3920000,29.076885,2.907688,4,CUSP,3919531,128,32
3920000,3920000,  3.408300,10,1.000000,3920000,23.002671,2.300267,4,CUSPARSE,3919531,128,32
3920000,3920000,  4.926900,10,2.000000,7840000,25.460229,3.182529,4,CUSP,7838972,128,32
3920000,3920000,  4.961000,10,2.000000,7840000,25.285226,3.160653,4,CUSPARSE,7838972,128,32
3920000,3920000,  9.561900,10,4.000000,15680000,22.957781,3.279683,4,CUSP,15678005,128,32
3920000,3920000,  8.076600,10,4.000000,15680000,27.179754,3.882822,4,CUSPARSE,15678005,128,32
3920000,3920000, 18.239700,10,8.000000,31360000,22.351245,3.438653,4,CUSP,31356050,128,32
3920000,3920000, 15.785000,10,8.000000,31360000,25.827051,3.973392,4,CUSPARSE,31356050,128,32
3920000,3920000, 34.381200,10,16.000000,62720000,22.803160,3.648506,4,CUSP,62712040,128,32
3920000,3920000, 33.880900,10,16.000000,62720000,23.139881,3.702381,4,CUSPARSE,62712040,128,32
3920000,3920000, 64.692800,10,32.000000,125440000,23.752875,3.878020,4,CUSP,125424087,128,32
3920000,3920000, 67.884300,10,32.000000,125440000,22.636162,3.695700,4,CUSPARSE,125424087,128,32
3920000,3920000,125.195200,10,64.000000,250880000,24.297417,4.007821,4,CUSP,250848179,128,32
3920000,3920000,138.916200,10,64.000000,250880000,21.897518,3.611962,4,CUSPARSE,250848179,128,32
3920000,3920000,250.601200,10,128.000000,501760000,24.151840,4.004450,4,CUSP,501696441,128,32
3920000,3920000,251.008700,10,128.000000,501760000,24.112630,3.997949,4,CUSPARSE,501696441,128,32
3940000,3940000,  2.637800,10,1.000000,3940000,29.873381,2.987338,4,CUSP,3939534,128,32
3940000,3940000,  3.415800,10,1.000000,3940000,23.069268,2.306927,4,CUSPARSE,3939534,128,32
3940000,3940000,  4.948000,10,2.000000,7880000,25.481003,3.185125,4,CUSP,7879005,128,32
3940000,3940000,  4.977100,10,2.000000,7880000,25.332021,3.166503,4,CUSPARSE,7879005,128,32
3940000,3940000,  9.629800,10,4.000000,15760000,22.912210,3.273173,4,CUSP,15757994,128,32
3940000,3940000,  8.134500,10,4.000000,15760000,27.123979,3.874854,4,CUSPARSE,15757994,128,32
3940000,3940000, 18.404000,10,8.000000,31520000,22.264725,3.425342,4,CUSP,31515913,128,32
3940000,3940000, 15.681600,10,8.000000,31520000,26.129987,4.019998,4,CUSPARSE,31515913,128,32
3940000,3940000, 34.352400,10,16.000000,63040000,22.938718,3.670195,4,CUSP,63032163,128,32
3940000,3940000, 34.006000,10,16.000000,63040000,23.172381,3.707581,4,CUSPARSE,63032163,128,32
3940000,3940000, 64.938500,10,32.000000,126080000,23.783734,3.883059,4,CUSP,126064190,128,32
3940000,3940000, 68.262200,10,32.000000,126080000,22.625699,3.693992,4,CUSPARSE,126064190,128,32
3940000,3940000,126.033200,10,64.000000,252160000,24.259005,4.001485,4,CUSP,252128467,128,32
3940000,3940000,139.941000,10,64.000000,252160000,21.848065,3.603804,4,CUSPARSE,252128467,128,32
3940000,3940000,251.859700,10,128.000000,504320000,24.153765,4.004769,4,CUSP,504256438,128,32
3940000,3940000,252.346100,10,128.000000,504320000,24.107208,3.997050,4,CUSPARSE,504256438,128,32
3960000,3960000,  2.726000,10,1.000000,3960000,29.053560,2.905356,4,CUSP,3959508,128,32
3960000,3960000,  3.433900,10,1.000000,3960000,23.064156,2.306415,4,CUSPARSE,3959508,128,32
3960000,3960000,  4.976100,10,2.000000,7920000,25.465727,3.183216,4,CUSP,7918999,128,32
3960000,3960000,  5.006900,10,2.000000,7920000,25.309074,3.163634,4,CUSPARSE,7918999,128,32
3960000,3960000,  9.208000,10,4.000000,15840000,24.083406,3.440487,4,CUSP,15838010,128,32
3960000,3960000,  7.872700,10,4.000000,15840000,28.168227,4.024032,4,CUSPARSE,15838010,128,32
3960000,3960000, 18.498100,10,8.000000,31680000,22.263908,3.425217,4,CUSP,31676064,128,32
3960000,3960000, 15.776600,10,8.000000,31680000,26.104484,4.016074,4,CUSPARSE,31676064,128,32
3960000,3960000, 34.586700,10,16.000000,63360000,22.898976,3.663836,4,CUSP,63352095,128,32
3960000,3960000, 34.270700,10,16.000000,63360000,23.110120,3.697619,4,CUSPARSE,63352095,128,32
3960000,3960000, 65.206700,10,32.000000,126720000,23.806143,3.886717,4,CUSP,126704209,128,32
3960000,3960000, 68.670300,10,32.000000,126720000,22.605406,3.690679,4,CUSPARSE,126704209,128,32
3960000,3960000,127.324200,10,64.000000,253440000,24.134925,3.981019,4,CUSP,253408247,128,32
3960000,3960000,140.582600,10,64.000000,253440000,21.858751,3.605567,4,CUSPARSE,253408247,128,32
3960000,3960000,253.184100,10,128.000000,506880000,24.149384,4.004043,4,CUSP,506816089,128,32
3960000,3960000,253.653700,10,128.000000,506880000,24.104675,3.996630,4,CUSPARSE,506816089,128,32
3980000,3980000,  2.739700,10,1.000000,3980000,29.054277,2.905428,4,CUSP,3979512,128,32
3980000,3980000,  3.455000,10,1.000000,3980000,23.039075,2.303907,4,CUSPARSE,3979512,128,32
3980000,3980000,  4.999500,10,2.000000,7960000,25.474548,3.184318,4,CUSP,7958972,128,32
3980000,3980000,  5.034200,10,2.000000,7960000,25.298956,3.162369,4,CUSPARSE,7958972,128,32
3980000,3980000,  9.738900,10,4.000000,15920000,22.885542,3.269363,4,CUSP,15918027,128,32
3980000,3980000,  8.232100,10,4.000000,15920000,27.074502,3.867786,4,CUSPARSE,15918027,128,32
3980000,3980000, 18.568000,10,8.000000,31840000,22.292116,3.429556,4,CUSP,31836059,128,32
3980000,3980000, 15.850600,10,8.000000,31840000,26.113838,4.017514,4,CUSPARSE,31836059,128,32
3980000,3980000, 34.698300,10,16.000000,63680000,22.940605,3.670497,4,CUSP,63672138,128,32
3980000,3980000, 34.395700,10,16.000000,63680000,23.142428,3.702788,4,CUSPARSE,63672138,128,32
3980000,3980000, 65.469100,10,32.000000,127360000,23.830479,3.890690,4,CUSP,127344078,128,32
3980000,3980000, 69.022400,10,32.000000,127360000,22.603677,3.690396,4,CUSPARSE,127344078,128,32
3980000,3980000,127.291300,10,64.000000,254720000,24.263088,4.002159,4,CUSP,254688509,128,32
3980000,3980000,141.300300,10,64.000000,254720000,21.857562,3.605371,4,CUSPARSE,254688509,128,32
3980000,3980000,254.772500,10,128.000000,509440000,24.120029,3.999176,4,CUSP,509376554,128,32
3980000,3980000,255.444400,10,128.000000,509440000,24.056585,3.988657,4,CUSPARSE,509376554,128,32
4000000,4000000,  2.591200,10,1.000000,4000000,30.873728,3.087373,4,CUSP,3999510,128,32
4000000,4000000,  3.483700,10,1.000000,4000000,22.964091,2.296409,4,CUSPARSE,3999510,128,32
4000000,4000000,  5.030300,10,2.000000,8000000,25.445799,3.180725,4,CUSP,7998985,128,32
4000000,4000000,  4.699000,10,2.000000,8000000,27.239839,3.404980,4,CUSPARSE,7998985,128,32
4000000,4000000,  9.154100,10,4.000000,16000000,24.469910,3.495701,4,CUSP,15997991,128,32
4000000,4000000,  7.873300,10,4.000000,16000000,28.450587,4.064369,4,CUSPARSE,15997991,128,32
4000000,4000000, 18.621000,10,8.000000,32000000,22.340369,3.436980,4,CUSP,31996013,128,32
4000000,4000000, 16.114200,10,8.000000,32000000,25.815740,3.971652,4,CUSPARSE,31996013,128,32
4000000,4000000, 35.045600,10,16.000000,64000000,22.827402,3.652384,4,CUSP,63991972,128,32
4000000,4000000, 34.599200,10,16.000000,64000000,23.121922,3.699508,4,CUSPARSE,63991972,128,32
4000000,4000000, 65.979700,10,32.000000,128000000,23.764885,3.879981,4,CUSP,127984195,128,32
4000000,4000000, 69.447000,10,32.000000,128000000,22.578369,3.686264,4,CUSPARSE,127984195,128,32
4000000,4000000,128.459700,10,64.000000,256000000,24.163220,3.985686,4,CUSP,255968409,128,32
4000000,4000000,141.927700,10,64.000000,256000000,21.870290,3.607471,4,CUSPARSE,255968409,128,32
4000000,4000000,255.866700,10,128.000000,512000000,24.137569,4.002084,4,CUSP,511936374,128,32
4000000,4000000,256.417900,10,128.000000,512000000,24.085682,3.993481,4,CUSPARSE,511936374,128,32
4020000,4020000,  2.770400,10,1.000000,4020000,29.021081,2.902108,4,CUSP,4019510,128,32
4020000,4020000,  3.500600,10,1.000000,4020000,22.967492,2.296749,4,CUSPARSE,4019510,128,32
4020000,4020000,  5.054500,10,2.000000,8040000,25.450589,3.181324,4,CUSP,8039005,128,32
4020000,4020000,  4.728500,10,2.000000,8040000,27.205246,3.400656,4,CUSPARSE,8039005,128,32
4020000,4020000,  9.844900,10,4.000000,16080000,22.866662,3.266666,4,CUSP,16077956,128,32
4020000,4020000,  8.323400,10,4.000000,16080000,27.046640,3.863806,4,CUSPARSE,16077956,128,32
4020000,4020000, 18.775100,10,8.000000,32160000,22.267791,3.425814,4,CUSP,32156147,128,32
4020000,4020000, 16.239800,10,8.000000,32160000,25.744160,3.960640,4,CUSPARSE,32156147,128,32
4020000,4020000, 35.035600,10,16.000000,64320000,22.948087,3.671694,4,CUSP,64312165,128,32
4020000,4020000, 34.757600,10,16.000000,64320000,23.131632,3.701061,4,CUSPARSE,64312165,128,32
4020000,4020000, 66.246300,10,32.000000,128640000,23.787593,3.883689,4,CUSP,128624067,128,32
4020000,4020000, 69.788800,10,32.000000,128640000,22.580128,3.686551,4,CUSPARSE,128624067,128,32
4020000,4020000,129.278600,10,64.000000,257280000,24.130212,3.980241,4,CUSP,257248136,128,32
4020000,4020000,143.039800,10,64.000000,257280000,21.808755,3.597320,4,CUSPARSE,257248136,128,32
4020000,4020000,257.475500,10,128.000000,514560000,24.106682,3.996963,4,CUSP,514496431,128,32
4020000,4020000,258.232400,10,128.000000,514560000,24.036023,3.985247,4,CUSPARSE,514496431,128,32
4040000,4040000,  2.619700,10,1.000000,4040000,30.843228,3.084323,4,CUSP,4039477,128,32
4040000,4040000,  3.513700,10,1.000000,4040000,22.995704,2.299570,4,CUSPARSE,4039477,128,32
4040000,4040000,  4.764600,10,2.000000,8080000,27.133443,3.391680,4,CUSP,8079072,128,32
4040000,4040000,  5.114700,10,2.000000,8080000,25.276166,3.159521,4,CUSPARSE,8079072,128,32
4040000,4040000,  9.887000,10,4.000000,16160000,22.882573,3.268939,4,CUSP,16158096,128,32
4040000,4040000,  8.365700,10,4.000000,16160000,27.043763,3.863395,4,CUSPARSE,16158096,128,32
4040000,4040000, 18.844100,10,8.000000,32320000,22.296634,3.430251,4,CUSP,32316115,128,32
4040000,4040000, 16.320400,10,8.000000,32320000,25.744467,3.960687,4,CUSPARSE,32316115,128,32
4040000,4040000, 35.269000,10,16.000000,64640000,22.909637,3.665542,4,CUSP,64632097,128,32
4040000,4040000, 34.990500,10,16.000000,64640000,23.091982,3.694717,4,CUSPARSE,64632097,128,32
4040000,4040000, 66.485200,10,32.000000,129280000,23.820038,3.888986,4,CUSP,129264186,128,32
4040000,4040000, 70.108900,10,32.000000,129280000,22.588858,3.687977,4,CUSPARSE,129264186,128,32
4040000,4040000,129.996700,10,64.000000,258560000,24.116305,3.977947,4,CUSP,258528142,128,32
4040000,4040000,143.607100,10,64.000000,258560000,21.830676,3.600936,4,CUSPARSE,258528142,128,32
4040000,4040000,258.741100,10,128.000000,517120000,24.108114,3.997200,4,CUSP,517056832,128,32
4040000,4040000,259.484600,10,128.000000,517120000,24.039037,3.985747,4,CUSPARSE,517056832,128,32
4060000,4060000,  2.802700,10,1.000000,4060000,28.972064,2.897206,4,CUSP,4059528,128,32
4060000,4060000,  3.528400,10,1.000000,4060000,23.013265,2.301326,4,CUSPARSE,4059528,128,32
4060000,4060000,  5.107400,10,2.000000,8120000,25.437601,3.179700,4,CUSP,8119020,128,32
4060000,4060000,  4.779500,10,2.000000,8120000,27.182761,3.397845,4,CUSPARSE,8119020,128,32
4060000,4060000,  9.932600,10,4.000000,16240000,22.890281,3.270040,4,CUSP,16237986,128,32
4060000,4060000,  8.395900,10,4.000000,16240000,27.079885,3.868555,4,CUSPARSE,16237986,128,32
4060000,4060000, 18.825800,10,8.000000,32480000,22.428795,3.450584,4,CUSP,32475943,128,32
4060000,4060000, 16.408300,10,8.000000,32480000,25.733318,3.958972,4,CUSPARSE,32475943,128,32
4060000,4060000, 35.613100,10,16.000000,64960000,22.800599,3.648096,4,CUSP,64951886,128,32
4060000,4060000, 35.169300,10,16.000000,64960000,23.088319,3.694131,4,CUSPARSE,64951886,128,32
4060000,4060000, 66.911700,10,32.000000,129920000,23.785377,3.883327,4,CUSP,129904062,128,32
4060000,4060000, 70.503000,10,32.000000,129920000,22.573791,3.685517,4,CUSPARSE,129904062,128,32
4060000,4060000,130.676800,10,64.000000,259840000,24.109559,3.976834,4,CUSP,259808162,128,32
4060000,4060000,144.463700,10,64.000000,259840000,21.808662,3.597305,4,CUSPARSE,259808162,128,32
4060000,4060000,260.140100,10,128.000000,519680000,24.097169,3.995386,4,CUSP,519616666,128,32
4060000,4060000,261.007700,10,128.000000,519680000,24.017069,3.982105,4,CUSPARSE,519616666,128,32
4080000,4080000,  2.812600,10,1.000000,4080000,29.012303,2.901230,4,CUSP,4079512,128,32
4080000,4080000,  3.548800,10,1.000000,4080000,22.993689,2.299369,4,CUSPARSE,4079512,128,32
4080000,4080000,  5.129000,10,2.000000,8160000,25.455255,3.181907,4,CUSP,8158993,128,32
4080000,4080000,  4.794400,10,2.000000,8160000,27.231771,3.403971,4,CUSPARSE,8158993,128,32
4080000,4080000,  9.977200,10,4.000000,16320000,22.900213,3.271459,4,CUSP,16318088,128,32
4080000,4080000,  8.438000,10,4.000000,16320000,27.077507,3.868215,4,CUSPARSE,16318088,128,32
4080000,4080000, 19.068400,10,8.000000,32640000,22.252523,3.423465,4,CUSP,32635988,128,32
4080000,4080000, 16.252800,10,8.000000,32640000,26.107502,4.016539,4,CUSPARSE,32635988,128,32
4080000,4080000, 35.690200,10,16.000000,65280000,22.863419,3.658147,4,CUSP,65272052,128,32
4080000,4080000, 35.366700,10,16.000000,65280000,23.072551,3.691608,4,CUSPARSE,65272052,128,32
4080000,4080000, 67.196400,10,32.000000,130560000,23.801275,3.885922,4,CUSP,130544107,128,32
4080000,4080000, 70.825700,10,32.000000,130560000,22.581634,3.686797,4,CUSPARSE,130544107,128,32
4080000,4080000,131.082300,10,64.000000,261120000,24.153375,3.984062,4,CUSP,261088089,128,32
4080000,4080000,144.942900,10,64.000000,261120000,21.843636,3.603074,4,CUSPARSE,261088089,128,32
4080000,4080000,261.232300,10,128.000000,522240000,24.114629,3.998280,4,CUSP,522176723,128,32
4080000,4080000,261.906700,10,128.000000,522240000,24.052535,3.987985,4,CUSPARSE,522176723,128,32
4100000,4100000,  2.658500,10,1.000000,4100000,30.844463,3.084446,4,CUSP,4099523,128,32
4100000,4100000,  3.572400,10,1.000000,4100000,22.953758,2.295376,4,CUSPARSE,4099523,128,32
4100000,4100000,  5.151800,10,2.000000,8200000,25.466828,3.183353,4,CUSP,8199021,128,32
4100000,4100000,  4.814800,10,2.000000,8200000,27.249315,3.406164,4,CUSPARSE,8199021,128,32
4100000,4100000, 10.037800,10,4.000000,16400000,22.873538,3.267648,4,CUSP,16397950,128,32
4100000,4100000,  8.490800,10,4.000000,16400000,27.041033,3.863005,4,CUSPARSE,16397950,128,32
4100000,4100000, 19.196200,10,8.000000,32800000,22.212730,3.417343,4,CUSP,32795964,128,32
4100000,4100000, 16.364900,10,8.000000,32800000,26.055766,4.008579,4,CUSPARSE,32795964,128,32
4100000,4100000, 35.852400,10,16.000000,65600000,22.871551,3.659448,4,CUSP,65592185,128,32
4100000,4100000, 35.548600,10,16.000000,65600000,23.067013,3.690722,4,CUSPARSE,65592185,128,32
4100000,4100000, 67.276700,10,32.000000,131200000,23.889400,3.900310,4,CUSP,131184058,128,32
4100000,4100000, 71.249800,10,32.000000,131200000,22.557256,3.682817,4,CUSPARSE,131184058,128,32
4100000,4100000,131.966100,10,64.000000,262400000,24.109222,3.976779,4,CUSP,262368369,128,32
4100000,4100000,145.935700,10,64.000000,262400000,21.801382,3.596104,4,CUSPARSE,262368369,128,32
4100000,4100000,262.887500,10,128.000000,524800000,24.080262,3.992582,4,CUSP,524736595,128,32
4100000,4100000,263.888400,10,128.000000,524800000,23.988929,3.977439,4,CUSPARSE,524736595,128,32
4120000,4120000,  2.843000,10,1.000000,4120000,28.983470,2.898347,4,CUSP,4119497,128,32
4120000,4120000,  3.591100,10,1.000000,4120000,22.945617,2.294562,4,CUSPARSE,4119497,128,32
4120000,4120000,  5.181900,10,2.000000,8240000,25.442406,3.180301,4,CUSP,8239019,128,32
4120000,4120000,  4.842900,10,2.000000,8240000,27.223359,3.402920,4,CUSPARSE,8239019,128,32
4120000,4120000, 10.098500,10,4.000000,16480000,22.846958,3.263851,4,CUSP,16478073,128,32
4120000,4120000,  8.545700,10,4.000000,16480000,26.998374,3.856910,4,CUSPARSE,16478073,128,32
4120000,4120000, 19.194000,10,8.000000,32960000,22.323643,3.434407,4,CUSP,32955937,128,32
4120000,4120000, 16.668500,10,8.000000,32960000,25.705973,3.954765,4,CUSPARSE,32955937,128,32
4120000,4120000, 35.991100,10,16.000000,65920000,22.894549,3.663128,4,CUSP,65912039,128,32
4120000,4120000, 35.712000,10,16.000000,65920000,23.073477,3.691756,4,CUSPARSE,65912039,128,32
4120000,4120000, 67.927100,10,32.000000,131840000,23.776078,3.881809,4,CUSP,131824019,128,32
4120000,4120000, 71.686600,10,32.000000,131840000,22.529176,3.678233,4,CUSPARSE,131824019,128,32
4120000,4120000,132.619200,10,64.000000,263680000,24.107520,3.976498,4,CUSP,263648070,128,32
4120000,4120000,146.687700,10,64.000000,263680000,21.795420,3.595121,4,CUSPARSE,263648070,128,32
4120000,4120000,263.854600,10,128.000000,527360000,24.109036,3.997353,4,CUSP,527296725,128,32
4120000,4120000,264.589500,10,128.000000,527360000,24.042073,3.986250,4,CUSPARSE,527296725,128,32
4140000,4140000,  2.854400,10,1.000000,4140000,29.007849,2.900785,4,CUSP,4139529,128,32
4140000,4140000,  3.597600,10,1.000000,4140000,23.015345,2.301534,4,CUSPARSE,4139529,128,32
4140000,4140000,  4.884700,10,2.000000,8280000,27.121421,3.390177,4,CUSP,8279004,128,32
4140000,4140000,  4.958700,10,2.000000,8280000,26.716681,3.339585,4,CUSPARSE,8279004,128,32
4140000,4140000, 10.152600,10,4.000000,16560000,22.835530,3.262219,4,CUSP,16558097,128,32
4140000,4140000,  8.599600,10,4.000000,16560000,26.959394,3.851342,4,CUSPARSE,16558097,128,32
4140000,4140000, 19.346300,10,8.000000,33120000,22.255419,3.423911,4,CUSP,33116111,128,32
4140000,4140000, 16.753100,10,8.000000,33120000,25.700318,3.953895,4,CUSPARSE,33116111,128,32
4140000,4140000, 34.605400,10,16.000000,66240000,23.926902,3.828304,4,CUSP,66232075,128,32
4140000,4140000, 35.915300,10,16.000000,66240000,23.054242,3.688679,4,CUSPARSE,66232075,128,32
4140000,4140000, 68.194900,10,32.000000,132480000,23.797674,3.885335,4,CUSP,132464203,128,32
4140000,4140000, 72.023000,10,32.000000,132480000,22.532802,3.678825,4,CUSPARSE,132464203,128,32
4140000,4140000,132.777400,10,64.000000,264960000,24.195684,3.991041,4,CUSP,264928182,128,32
4140000,4140000,147.550400,10,64.000000,264960000,21.773170,3.591451,4,CUSPARSE,264928182,128,32
4140000,4140000,265.567300,10,128.000000,529920000,24.069831,3.990853,4,CUSP,529856595,128,32
4140000,4140000,266.678900,10,128.000000,529920000,23.969500,3.974218,4,CUSPARSE,529856595,128,32
4160000,4160000,  2.867900,10,1.000000,4160000,29.010776,2.901077,4,CUSP,4159515,128,32
4160000,4160000,  3.614900,10,1.000000,4160000,23.015852,2.301585,4,CUSPARSE,4159515,128,32
4160000,4160000,  5.234600,10,2.000000,8320000,25.430788,3.178848,4,CUSP,8318993,128,32
4160000,4160000,  4.896400,10,2.000000,8320000,27.187322,3.398415,4,CUSPARSE,8318993,128,32
4160000,4160000, 10.203100,10,4.000000,16640000,22.832277,3.261754,4,CUSP,16638055,128,32
4160000,4160000,  8.642100,10,4.000000,16640000,26.956412,3.850916,4,CUSPARSE,16638055,128,32
4160000,4160000, 19.251900,10,8.000000,33280000,22.472587,3.457321,4,CUSP,33276036,128,32
4160000,4160000, 16.834000,10,8.000000,33280000,25.700369,3.953903,4,CUSPARSE,33276036,128,32
4160000,4160000, 34.878800,10,16.000000,66560000,23.854032,3.816645,4,CUSP,66552051,128,32
4160000,4160000, 36.158600,10,16.000000,66560000,23.009741,3.681558,4,CUSPARSE,66552051,128,32
4160000,4160000, 68.433200,10,32.000000,133120000,23.829369,3.890509,4,CUSP,133104273,128,32
4160000,4160000, 72.387100,10,32.000000,133120000,22.527771,3.678003,4,CUSPARSE,133104273,128,32
4160000,4160000,133.951000,10,64.000000,266240000,24.099559,3.975185,4,CUSP,266208644,128,32
4160000,4160000,148.198900,10,64.000000,266240000,21.782618,3.593009,4,CUSPARSE,266208644,128,32
4160000,4160000,266.760100,10,128.000000,532480000,24.077964,3.992201,4,CUSP,532416446,128,32
4160000,4160000,267.652500,10,128.000000,532480000,23.997684,3.978891,4,CUSPARSE,532416446,128,32
4180000,4180000,  2.885800,10,1.000000,4180000,28.969438,2.896944,4,CUSP,4179522,128,32
4180000,4180000,  3.640600,10,1.000000,4180000,22.963249,2.296325,4,CUSPARSE,4179522,128,32
4180000,4180000,  5.267100,10,2.000000,8360000,25.395380,3.174422,4,CUSP,8359010,128,32
4180000,4180000,  4.927300,10,2.000000,8360000,27.146714,3.393339,4,CUSPARSE,8359010,128,32
4180000,4180000, 10.250200,10,4.000000,16720000,22.836628,3.262375,4,CUSP,16717972,128,32
4180000,4180000,  8.680300,10,4.000000,16720000,26.966810,3.852401,4,CUSPARSE,16717972,128,32
4180000,4180000, 19.413100,10,8.000000,33440000,22.393126,3.445096,4,CUSP,33436065,128,32
4180000,4180000, 16.924000,10,8.000000,33440000,25.686599,3.951784,4,CUSPARSE,33436065,128,32
4180000,4180000, 36.487300,10,16.000000,66880000,22.912082,3.665933,4,CUSP,66872046,128,32
4180000,4180000, 36.321700,10,16.000000,66880000,23.016544,3.682647,4,CUSPARSE,66872046,128,32
4180000,4180000, 69.008300,10,32.000000,133760000,23.744390,3.876635,4,CUSP,133744197,128,32
4180000,4180000, 72.813000,10,32.000000,133760000,22.503674,3.674069,4,CUSPARSE,133744197,128,32
4180000,4180000,134.750800,10,64.000000,267520000,24.071694,3.970589,4,CUSP,267488250,128,32
4180000,4180000,149.089500,10,64.000000,267520000,21.756596,3.588717,4,CUSPARSE,267488250,128,32
4180000,4180000,268.313000,10,128.000000,535040000,24.053698,3.988178,4,CUSP,534976287,128,32
4180000,4180000,269.449000,10,128.000000,535040000,23.952288,3.971364,4,CUSPARSE,534976287,128,32
