M,N,AvgTime,TotalRun,NonZeroPerRow,NonZeroElements,Bandwidth,Flops,value_type,Type,Strides,TransactionByte,WordSize
2240000,2240000,  1.499100,10,1.000000,2240000,29.884600,2.988460,4,CUSP,2239459,128,32
2240000,2240000,  1.815300,10,1.000000,2240000,24.679119,2.467912,4,CUSPARSE,2239459,128,32
2240000,2240000,  2.717600,10,2.000000,4480000,26.376216,3.297027,4,CUSP,4479047,128,32
2240000,2240000,  3.087400,10,2.000000,4480000,23.216948,2.902118,4,CUSPARSE,4479047,128,32
2240000,2240000,  5.270600,10,4.000000,8960000,23.799948,3.399992,4,CUSP,8958059,128,32
2240000,2240000,  5.433800,10,4.000000,8960000,23.085135,3.297876,4,CUSPARSE,8958059,128,32
2240000,2240000, 10.352900,10,8.000000,17920000,22.501908,3.461832,4,CUSP,17916026,128,32
2240000,2240000,  9.087200,10,8.000000,17920000,25.636060,3.944009,4,CUSPARSE,17916026,128,32
2240000,2240000, 19.657300,10,16.000000,35840000,22.790516,3.646482,4,CUSP,35832050,128,32
2240000,2240000, 18.496300,10,16.000000,35840000,24.221061,3.875370,4,CUSPARSE,35832050,128,32
2240000,2240000, 37.076700,10,32.000000,71680000,23.682798,3.866579,4,CUSP,71664021,128,32
2240000,2240000, 36.496300,10,32.000000,71680000,24.059425,3.928069,4,CUSPARSE,71664021,128,32
2240000,2240000, 69.902500,10,64.000000,143360000,24.866636,4.101713,4,CUSP,143328382,128,32
2240000,2240000, 74.848900,10,64.000000,143360000,23.223321,3.830651,4,CUSPARSE,143328382,128,32
2240000,2240000,137.629500,10,128.000000,286720000,25.129496,4.166549,4,CUSP,286656972,128,32
2240000,2240000,133.740500,10,128.000000,286720000,25.860229,4.287706,4,CUSPARSE,286656972,128,32
2260000,2260000,  1.420500,10,1.000000,2260000,31.819785,3.181978,4,CUSP,2259480,128,32
2260000,2260000,  1.552200,10,1.000000,2260000,29.119961,2.911996,4,CUSPARSE,2259480,128,32
2260000,2260000,  2.743900,10,2.000000,4520000,26.356647,3.294581,4,CUSP,4518946,128,32
2260000,2260000,  3.123100,10,2.000000,4520000,23.156480,2.894560,4,CUSPARSE,4518946,128,32
2260000,2260000,  5.322600,10,4.000000,9040000,23.777854,3.396836,4,CUSP,9037979,128,32
2260000,2260000,  5.381800,10,4.000000,9040000,23.516296,3.359471,4,CUSPARSE,9037979,128,32
2260000,2260000,  9.764200,10,8.000000,18080000,24.071609,3.703324,4,CUSP,18075991,128,32
2260000,2260000,  8.680500,10,8.000000,18080000,27.076782,4.165659,4,CUSPARSE,18075991,128,32
2260000,2260000, 19.856600,10,16.000000,36160000,22.763212,3.642114,4,CUSP,36152186,128,32
2260000,2260000, 18.751900,10,16.000000,36160000,24.104224,3.856676,4,CUSPARSE,36152186,128,32
2260000,2260000, 37.417400,10,32.000000,72320000,23.676685,3.865581,4,CUSP,72303947,128,32
2260000,2260000, 36.949900,10,32.000000,72320000,23.976249,3.914490,4,CUSPARSE,72303947,128,32
2260000,2260000, 70.722300,10,64.000000,144640000,24.797836,4.090365,4,CUSP,144608728,128,32
2260000,2260000, 75.790400,10,64.000000,144640000,23.139606,3.816842,4,CUSPARSE,144608728,128,32
2260000,2260000,139.037000,10,128.000000,289280000,25.097204,4.161195,4,CUSP,289216763,128,32
2260000,2260000,135.331200,10,128.000000,289280000,25.784446,4.275141,4,CUSPARSE,289216763,128,32
2280000,2280000,  1.529300,10,1.000000,2280000,29.817566,2.981756,4,CUSP,2279532,128,32
2280000,2280000,  1.936200,10,1.000000,2280000,23.551288,2.355129,4,CUSPARSE,2279532,128,32
2280000,2280000,  2.767200,10,2.000000,4560000,26.366003,3.295750,4,CUSP,4559000,128,32
2280000,2280000,  3.148400,10,2.000000,4560000,23.173677,2.896709,4,CUSPARSE,4559000,128,32
2280000,2280000,  5.362300,10,4.000000,9120000,23.810679,3.401525,4,CUSP,9118100,128,32
2280000,2280000,  5.420600,10,4.000000,9120000,23.554589,3.364941,4,CUSPARSE,9118100,128,32
2280000,2280000, 10.538600,10,8.000000,18240000,22.500143,3.461560,4,CUSP,18236054,128,32
2280000,2280000,  9.251000,10,8.000000,18240000,25.631824,3.943357,4,CUSPARSE,18236054,128,32
2280000,2280000, 20.090000,10,16.000000,36480000,22.697860,3.631658,4,CUSP,36472122,128,32
2280000,2280000, 18.897300,10,16.000000,36480000,24.130432,3.860869,4,CUSPARSE,36472122,128,32
2280000,2280000, 37.628600,10,32.000000,72960000,23.752146,3.877901,4,CUSP,72944236,128,32
2280000,2280000, 37.310000,10,32.000000,72960000,23.954972,3.911016,4,CUSPARSE,72944236,128,32
2280000,2280000, 71.683100,10,64.000000,145920000,24.681968,4.071252,4,CUSP,145888287,128,32
2280000,2280000, 76.710500,10,64.000000,145920000,23.064378,3.804434,4,CUSPARSE,145888287,128,32
2280000,2280000,140.232700,10,128.000000,291840000,25.103417,4.162225,4,CUSP,291776544,128,32
2280000,2280000,136.404200,10,128.000000,291840000,25.808003,4.279047,4,CUSPARSE,291776544,128,32
2300000,2300000,  1.541200,10,1.000000,2300000,29.846875,2.984687,4,CUSP,2299481,128,32
2300000,2300000,  1.895000,10,1.000000,2300000,24.274408,2.427441,4,CUSPARSE,2299481,128,32
2300000,2300000,  2.790200,10,2.000000,4600000,26.378039,3.297255,4,CUSP,4599006,128,32
2300000,2300000,  3.175700,10,2.000000,4600000,23.175994,2.896999,4,CUSPARSE,4599006,128,32
2300000,2300000,  5.420200,10,4.000000,9200000,23.762962,3.394709,4,CUSP,9198118,128,32
2300000,2300000,  4.959000,10,4.000000,9200000,25.972979,3.710425,4,CUSPARSE,9198118,128,32
2300000,2300000, 10.149800,10,8.000000,18400000,23.566967,3.625687,4,CUSP,18395913,128,32
2300000,2300000,  8.992300,10,8.000000,18400000,26.600536,4.092390,4,CUSPARSE,18395913,128,32
2300000,2300000, 20.375200,10,16.000000,36800000,22.576466,3.612234,4,CUSP,36792038,128,32
2300000,2300000, 19.152800,10,16.000000,36800000,24.017376,3.842780,4,CUSPARSE,36792038,128,32
2300000,2300000, 38.105100,10,32.000000,73600000,23.660875,3.863000,4,CUSP,73584102,128,32
2300000,2300000, 37.598900,10,32.000000,73600000,23.979425,3.915008,4,CUSPARSE,73584102,128,32
2300000,2300000, 72.192800,10,64.000000,147200000,24.722687,4.077969,4,CUSP,147167972,128,32
2300000,2300000, 77.228100,10,64.000000,147200000,23.110759,3.812084,4,CUSPARSE,147167972,128,32
2300000,2300000,141.331000,10,128.000000,294400000,25.126830,4.166107,4,CUSP,294336227,128,32
2300000,2300000,138.047700,10,128.000000,294400000,25.724442,4.265192,4,CUSPARSE,294336227,128,32
2320000,2320000,  1.553900,10,1.000000,2320000,29.860354,2.986035,4,CUSP,2319487,128,32
2320000,2320000,  1.831600,10,1.000000,2320000,25.333044,2.533304,4,CUSPARSE,2319487,128,32
2320000,2320000,  2.820800,10,2.000000,4640000,26.318776,3.289847,4,CUSP,4638950,128,32
2320000,2320000,  3.208700,10,2.000000,4640000,23.137097,2.892137,4,CUSPARSE,4638950,128,32
2320000,2320000,  5.468500,10,4.000000,9280000,23.757887,3.393984,4,CUSP,9277964,128,32
2320000,2320000,  5.004600,10,4.000000,9280000,25.960117,3.708588,4,CUSPARSE,9277964,128,32
2320000,2320000, 10.755900,10,8.000000,18560000,22.432340,3.451129,4,CUSP,18556093,128,32
2320000,2320000,  9.442800,10,8.000000,18560000,25.551744,3.931037,4,CUSPARSE,18556093,128,32
2320000,2320000, 20.528000,10,16.000000,37120000,22.603274,3.616524,4,CUSP,37111989,128,32
2320000,2320000, 19.269600,10,16.000000,37120000,24.079379,3.852701,4,CUSPARSE,37111989,128,32
2320000,2320000, 38.238600,10,32.000000,74240000,23.783298,3.882987,4,CUSP,74224088,128,32
2320000,2320000, 37.877100,10,32.000000,74240000,24.010286,3.920047,4,CUSPARSE,74224088,128,32
2320000,2320000, 72.678700,10,64.000000,148480000,24.770944,4.085929,4,CUSP,148448335,128,32
2320000,2320000, 77.970900,10,64.000000,148480000,23.089640,3.808600,4,CUSPARSE,148448335,128,32
2320000,2320000,143.131500,10,128.000000,296960000,25.026497,4.149471,4,CUSP,296896486,128,32
2320000,2320000,139.615800,10,128.000000,296960000,25.656695,4.253960,4,CUSPARSE,296896486,128,32
2340000,2340000,  1.474200,10,1.000000,2340000,31.746034,3.174603,4,CUSP,2339491,128,32
2340000,2340000,  1.756400,10,1.000000,2340000,26.645413,2.664541,4,CUSPARSE,2339491,128,32
2340000,2340000,  2.837300,10,2.000000,4680000,26.391289,3.298911,4,CUSP,4679043,128,32
2340000,2340000,  3.220900,10,2.000000,4680000,23.248162,2.906020,4,CUSPARSE,4679043,128,32
2340000,2340000,  5.524900,10,4.000000,9360000,23.718077,3.388297,4,CUSP,9357996,128,32
2340000,2340000,  5.062800,10,4.000000,9360000,25.882911,3.697559,4,CUSPARSE,9357996,128,32
2340000,2340000, 10.825700,10,8.000000,18720000,22.479840,3.458437,4,CUSP,18716058,128,32
2340000,2340000,  9.498600,10,8.000000,18720000,25.620618,3.941634,4,CUSPARSE,18716058,128,32
2340000,2340000, 20.718300,10,16.000000,37440000,22.588726,3.614196,4,CUSP,37431953,128,32
2340000,2340000, 19.550900,10,16.000000,37440000,23.937517,3.830003,4,CUSPARSE,37431953,128,32
2340000,2340000, 38.748500,10,32.000000,74880000,23.672658,3.864924,4,CUSP,74864247,128,32
2340000,2340000, 38.268400,10,32.000000,74880000,23.969646,3.913412,4,CUSPARSE,74864247,128,32
2340000,2340000, 73.340000,10,64.000000,149760000,24.759204,4.083992,4,CUSP,149728047,128,32
2340000,2340000, 78.766400,10,64.000000,149760000,23.053485,3.802637,4,CUSPARSE,149728047,128,32
2340000,2340000,144.372600,10,128.000000,299520000,25.025247,4.149264,4,CUSP,299456547,128,32
2340000,2340000,141.032500,10,128.000000,299520000,25.617925,4.247532,4,CUSPARSE,299456547,128,32
2360000,2360000,  1.588800,10,1.000000,2360000,29.707958,2.970796,4,CUSP,2359474,128,32
2360000,2360000,  2.004500,10,1.000000,2360000,23.547021,2.354702,4,CUSPARSE,2359474,128,32
2360000,2360000,  2.865100,10,2.000000,4720000,26.358593,3.294824,4,CUSP,4719044,128,32
2360000,2360000,  3.259000,10,2.000000,4720000,23.172754,2.896594,4,CUSPARSE,4719044,128,32
2360000,2360000,  5.574900,10,4.000000,9440000,23.706256,3.386608,4,CUSP,9438049,128,32
2360000,2360000,  5.106800,10,4.000000,9440000,25.879221,3.697031,4,CUSPARSE,9438049,128,32
2360000,2360000, 10.948200,10,8.000000,18880000,22.418297,3.448969,4,CUSP,18876108,128,32
2360000,2360000,  9.623700,10,8.000000,18880000,25.503705,3.923647,4,CUSPARSE,18876108,128,32
2360000,2360000, 20.926400,10,16.000000,37760000,22.555241,3.608839,4,CUSP,37751897,128,32
2360000,2360000, 19.746600,10,16.000000,37760000,23.902849,3.824456,4,CUSPARSE,37751897,128,32
2360000,2360000, 38.910300,10,32.000000,75520000,23.775710,3.881749,4,CUSP,75503986,128,32
2360000,2360000, 38.702000,10,32.000000,75520000,23.903674,3.902641,4,CUSPARSE,75503986,128,32
2360000,2360000, 74.270300,10,64.000000,151040000,24.658040,4.067306,4,CUSP,151008053,128,32
2360000,2360000, 79.665400,10,64.000000,151040000,22.988148,3.791859,4,CUSPARSE,151008053,128,32
2360000,2360000,145.816100,10,128.000000,302080000,24.989284,4.143301,4,CUSP,302016316,128,32
2360000,2360000,142.070200,10,128.000000,302080000,25.648166,4.252546,4,CUSPARSE,302016316,128,32
2380000,2380000,  1.602500,10,1.000000,2380000,29.703591,2.970359,4,CUSP,2379516,128,32
2380000,2380000,  2.023600,10,1.000000,2380000,23.522437,2.352244,4,CUSPARSE,2379516,128,32
2380000,2380000,  2.892200,10,2.000000,4760000,26.332897,3.291612,4,CUSP,4758993,128,32
2380000,2380000,  3.292200,10,2.000000,4760000,23.133468,2.891683,4,CUSPARSE,4758993,128,32
2380000,2380000,  5.634100,10,4.000000,9520000,23.655953,3.379422,4,CUSP,9518065,128,32
2380000,2380000,  5.163000,10,4.000000,9520000,25.814450,3.687778,4,CUSPARSE,9518065,128,32
2380000,2380000, 10.342400,10,8.000000,19040000,23.932550,3.681931,4,CUSP,19036068,128,32
2380000,2380000,  9.215900,10,8.000000,19040000,26.857931,4.131989,4,CUSPARSE,19036068,128,32
2380000,2380000, 21.030500,10,16.000000,38080000,22.633794,3.621407,4,CUSP,38071993,128,32
2380000,2380000, 19.873100,10,16.000000,38080000,23.951975,3.832316,4,CUSPARSE,38071993,128,32
2380000,2380000, 39.239100,10,32.000000,76160000,23.776284,3.881842,4,CUSP,76144004,128,32
2380000,2380000, 38.975000,10,32.000000,76160000,23.937396,3.908146,4,CUSPARSE,76144004,128,32
2380000,2380000, 74.575700,10,64.000000,152320000,24.765172,4.084977,4,CUSP,152288021,128,32
2380000,2380000, 80.262100,10,64.000000,152320000,23.010612,3.795565,4,CUSPARSE,152288021,128,32
2380000,2380000,146.894400,10,128.000000,304640000,25.016066,4.147742,4,CUSP,304576782,128,32
2380000,2380000,143.600500,10,128.000000,304640000,25.589883,4.242882,4,CUSPARSE,304576782,128,32
2400000,2400000,  1.609300,10,1.000000,2400000,29.826635,2.982663,4,CUSP,2399456,128,32
2400000,2400000,  2.036900,10,1.000000,2400000,23.565224,2.356522,4,CUSPARSE,2399456,128,32
2400000,2400000,  2.739400,10,2.000000,4800000,28.035338,3.504417,4,CUSP,4799020,128,32
2400000,2400000,  3.329000,10,2.000000,4800000,23.069992,2.883749,4,CUSPARSE,4799020,128,32
2400000,2400000,  5.690600,10,4.000000,9600000,23.617897,3.373985,4,CUSP,9597980,128,32
2400000,2400000,  5.219900,10,4.000000,9600000,25.747620,3.678231,4,CUSPARSE,9597980,128,32
2400000,2400000, 11.170900,10,8.000000,19200000,22.343769,3.437503,4,CUSP,19196059,128,32
2400000,2400000,  9.828200,10,8.000000,19200000,25.396309,3.907124,4,CUSPARSE,19196059,128,32
2400000,2400000, 21.117300,10,16.000000,38400000,22.730179,3.636829,4,CUSP,38392030,128,32
2400000,2400000, 20.025500,10,16.000000,38400000,23.969439,3.835110,4,CUSPARSE,38392030,128,32
2400000,2400000, 39.638000,10,32.000000,76800000,23.734800,3.875069,4,CUSP,76784225,128,32
2400000,2400000, 39.451500,10,32.000000,76800000,23.847002,3.893388,4,CUSPARSE,76784225,128,32
2400000,2400000, 75.518500,10,64.000000,153600000,24.661507,4.067877,4,CUSP,153568369,128,32
2400000,2400000, 80.915700,10,64.000000,153600000,23.016547,3.796544,4,CUSPARSE,153568369,128,32
2400000,2400000,148.299000,10,128.000000,307200000,24.987357,4.142981,4,CUSP,307136573,128,32
2400000,2400000,144.856200,10,128.000000,307200000,25.581232,4.241448,4,CUSPARSE,307136573,128,32
2420000,2420000,  1.624100,10,1.000000,2420000,29.801123,2.980112,4,CUSP,2419520,128,32
2420000,2420000,  1.944100,10,1.000000,2420000,24.895841,2.489584,4,CUSPARSE,2419520,128,32
2420000,2420000,  2.943400,10,2.000000,4840000,26.309711,3.288714,4,CUSP,4838996,128,32
2420000,2420000,  3.348800,10,2.000000,4840000,23.124703,2.890588,4,CUSPARSE,4838996,128,32
2420000,2420000,  5.735300,10,4.000000,9680000,23.629105,3.375586,4,CUSP,9678098,128,32
2420000,2420000,  5.263000,10,4.000000,9680000,25.749573,3.678510,4,CUSPARSE,9678098,128,32
2420000,2420000, 11.262000,10,8.000000,19360000,22.347718,3.438110,4,CUSP,19356088,128,32
2420000,2420000,  9.906800,10,8.000000,19360000,25.404773,3.908427,4,CUSPARSE,19356088,128,32
2420000,2420000, 21.451100,10,16.000000,38720000,22.562946,3.610071,4,CUSP,38711990,128,32
2420000,2420000, 20.232800,10,16.000000,38720000,23.921553,3.827448,4,CUSPARSE,38711990,128,32
2420000,2420000, 39.970200,10,32.000000,77440000,23.733682,3.874887,4,CUSP,77424236,128,32
2420000,2420000, 39.814000,10,32.000000,77440000,23.826795,3.890089,4,CUSPARSE,77424236,128,32
2420000,2420000, 74.775600,10,64.000000,154880000,25.114075,4.142528,4,CUSP,154848429,128,32
2420000,2420000, 81.730500,10,64.000000,154880000,22.976979,3.790017,4,CUSPARSE,154848429,128,32
2420000,2420000,149.673300,10,128.000000,309760000,24.964239,4.139148,4,CUSP,309696663,128,32
2420000,2420000,146.324400,10,128.000000,309760000,25.535591,4.233880,4,CUSPARSE,309696663,128,32
2440000,2440000,  1.639200,10,1.000000,2440000,29.770622,2.977062,4,CUSP,2439506,128,32
2440000,2440000,  2.075000,10,1.000000,2440000,23.518074,2.351807,4,CUSPARSE,2439506,128,32
2440000,2440000,  2.977200,10,2.000000,4880000,26.225985,3.278248,4,CUSP,4878951,128,32
2440000,2440000,  3.392300,10,2.000000,4880000,23.016833,2.877104,4,CUSPARSE,4878951,128,32
2440000,2440000,  5.784900,10,4.000000,9760000,23.620115,3.374302,4,CUSP,9757973,128,32
2440000,2440000,  5.313200,10,4.000000,9760000,25.717083,3.673869,4,CUSPARSE,9757973,128,32
2440000,2440000, 11.336300,10,8.000000,19520000,22.384729,3.443804,4,CUSP,19515927,128,32
2440000,2440000,  9.971200,10,8.000000,19520000,25.449294,3.915276,4,CUSPARSE,19515927,128,32
2440000,2440000, 21.571100,10,16.000000,39040000,22.622861,3.619658,4,CUSP,39032237,128,32
2440000,2440000, 20.448000,10,16.000000,39040000,23.865415,3.818466,4,CUSPARSE,39032237,128,32
2440000,2440000, 40.382800,10,32.000000,78080000,23.685331,3.866993,4,CUSP,78064234,128,32
2440000,2440000, 40.215200,10,32.000000,78080000,23.784042,3.883109,4,CUSPARSE,78064234,128,32
2440000,2440000, 76.719700,10,64.000000,156160000,24.679971,4.070923,4,CUSP,156128092,128,32
2440000,2440000, 82.646800,10,64.000000,156160000,22.910022,3.778973,4,CUSPARSE,156128092,128,32
2440000,2440000,150.885400,10,128.000000,312320000,24.968353,4.139831,4,CUSP,312256275,128,32
2440000,2440000,147.524300,10,128.000000,312320000,25.537217,4.234150,4,CUSPARSE,312256275,128,32
2460000,2460000,  1.556600,10,1.000000,2460000,31.607352,3.160735,4,CUSP,2459497,128,32
2460000,2460000,  1.776500,10,1.000000,2460000,27.694908,2.769491,4,CUSPARSE,2459497,128,32
2460000,2460000,  3.006000,10,2.000000,4920000,26.187626,3.273453,4,CUSP,4919045,128,32
2460000,2460000,  3.426900,10,2.000000,4920000,22.971200,2.871400,4,CUSPARSE,4919045,128,32
2460000,2460000,  5.836900,10,4.000000,9840000,23.601570,3.371653,4,CUSP,9838009,128,32
2460000,2460000,  5.357500,10,4.000000,9840000,25.713487,3.673355,4,CUSPARSE,9838009,128,32
2460000,2460000, 11.470300,10,8.000000,19680000,22.304561,3.431471,4,CUSP,19675989,128,32
2460000,2460000, 10.112200,10,8.000000,19680000,25.300133,3.892328,4,CUSPARSE,19675989,128,32
2460000,2460000, 21.795100,10,16.000000,39360000,22.573881,3.611821,4,CUSP,39352034,128,32
2460000,2460000, 20.576300,10,16.000000,39360000,23.911005,3.825761,4,CUSPARSE,39352034,128,32
2460000,2460000, 40.656100,10,32.000000,78720000,23.718950,3.872482,4,CUSP,78704008,128,32
2460000,2460000, 40.602500,10,32.000000,78720000,23.750262,3.877594,4,CUSPARSE,78704008,128,32
2460000,2460000, 77.373100,10,64.000000,157440000,24.672141,4.069631,4,CUSP,157408240,128,32
2460000,2460000, 83.368100,10,64.000000,157440000,22.897967,3.776984,4,CUSPARSE,157408240,128,32
2460000,2460000,152.275300,10,128.000000,314880000,24.943244,4.135667,4,CUSP,314816405,128,32
2460000,2460000,148.989700,10,128.000000,314880000,25.493306,4.226869,4,CUSPARSE,314816405,128,32
2480000,2480000,  1.668500,10,1.000000,2480000,29.727302,2.972730,4,CUSP,2479457,128,32
2480000,2480000,  1.963800,10,1.000000,2480000,25.257157,2.525715,4,CUSPARSE,2479457,128,32
2480000,2480000,  2.889800,10,2.000000,4960000,27.462109,3.432764,4,CUSP,4959029,128,32
2480000,2480000,  3.452400,10,2.000000,4960000,22.986909,2.873363,4,CUSPARSE,4959029,128,32
2480000,2480000,  5.878400,10,4.000000,9920000,23.625477,3.375068,4,CUSP,9918022,128,32
2480000,2480000,  5.391000,10,4.000000,9920000,25.761455,3.680208,4,CUSPARSE,9918022,128,32
2480000,2480000, 11.576600,10,8.000000,19840000,22.279426,3.427604,4,CUSP,19836028,128,32
2480000,2480000, 10.202100,10,8.000000,19840000,25.281070,3.889395,4,CUSPARSE,19836028,128,32
2480000,2480000, 21.937300,10,16.000000,39680000,22.609893,3.617583,4,CUSP,39672061,128,32
2480000,2480000, 20.816000,10,16.000000,39680000,23.827825,3.812452,4,CUSPARSE,39672061,128,32
2480000,2480000, 40.829200,10,32.000000,79360000,23.810410,3.887414,4,CUSP,79344052,128,32
2480000,2480000, 40.962300,10,32.000000,79360000,23.733042,3.874782,4,CUSPARSE,79344052,128,32
2480000,2480000, 77.858900,10,64.000000,158720000,24.717534,4.077119,4,CUSP,158688355,128,32
2480000,2480000, 83.826300,10,64.000000,158720000,22.957950,3.786878,4,CUSPARSE,158688355,128,32
2480000,2480000,153.748200,10,128.000000,317440000,24.905137,4.129349,4,CUSP,317376529,128,32
2480000,2480000,150.643700,10,128.000000,317440000,25.418388,4.214448,4,CUSPARSE,317376529,128,32
2500000,2500000,  1.681900,10,1.000000,2500000,29.728286,2.972828,4,CUSP,2499486,128,32
2500000,2500000,  1.927200,10,1.000000,2500000,25.944377,2.594438,4,CUSPARSE,2499486,128,32
2500000,2500000,  3.055200,10,2.000000,5000000,26.184866,3.273108,4,CUSP,4999028,128,32
2500000,2500000,  3.486500,10,2.000000,5000000,22.945649,2.868206,4,CUSPARSE,4999028,128,32
2500000,2500000,  5.947600,10,4.000000,10000000,23.538907,3.362701,4,CUSP,9997974,128,32
2500000,2500000,  6.038000,10,4.000000,10000000,23.186486,3.312355,4,CUSPARSE,9997974,128,32
2500000,2500000, 11.684900,10,8.000000,20000000,22.250940,3.423221,4,CUSP,19996132,128,32
2500000,2500000, 10.291100,10,8.000000,20000000,25.264549,3.886854,4,CUSPARSE,19996132,128,32
2500000,2500000, 21.987500,10,16.000000,40000000,22.740193,3.638431,4,CUSP,39992061,128,32
2500000,2500000, 20.945700,10,16.000000,40000000,23.871248,3.819400,4,CUSPARSE,39992061,128,32
2500000,2500000, 41.444400,10,32.000000,80000000,23.646138,3.860594,4,CUSP,79984024,128,32
2500000,2500000, 41.405200,10,32.000000,80000000,23.668525,3.864249,4,CUSPARSE,79984024,128,32
2500000,2500000, 77.592500,10,64.000000,160000000,25.002417,4.124110,4,CUSP,159968156,128,32
2500000,2500000, 84.842100,10,64.000000,160000000,22.866006,3.771712,4,CUSPARSE,159968156,128,32
2500000,2500000,154.600000,10,128.000000,320000000,24.967658,4.139715,4,CUSP,319936493,128,32
2500000,2500000,151.866900,10,128.000000,320000000,25.416993,4.214217,4,CUSPARSE,319936493,128,32
2520000,2520000,  1.698400,10,1.000000,2520000,29.674991,2.967499,4,CUSP,2519496,128,32
2520000,2520000,  2.025600,10,1.000000,2520000,24.881519,2.488152,4,CUSPARSE,2519496,128,32
2520000,2520000,  3.083900,10,2.000000,5040000,26.148709,3.268588,4,CUSP,5039007,128,32
2520000,2520000,  3.516100,10,2.000000,5040000,22.934502,2.866813,4,CUSPARSE,5039007,128,32
2520000,2520000,  6.000400,10,4.000000,10080000,23.518433,3.359776,4,CUSP,10078100,128,32
2520000,2520000,  5.515300,10,4.000000,10080000,25.587004,3.655286,4,CUSPARSE,10078100,128,32
2520000,2520000, 11.751300,10,8.000000,20160000,22.302214,3.431110,4,CUSP,20155977,128,32
2520000,2520000, 10.346900,10,8.000000,20160000,25.329326,3.896819,4,CUSPARSE,20155977,128,32
2520000,2520000, 22.286300,10,16.000000,40320000,22.614790,3.618366,4,CUSP,40312099,128,32
2520000,2520000, 21.169700,10,16.000000,40320000,23.807612,3.809218,4,CUSPARSE,40312099,128,32
2520000,2520000, 41.412300,10,32.000000,80640000,23.853783,3.894495,4,CUSP,80624258,128,32
2520000,2520000, 41.588000,10,32.000000,80640000,23.753006,3.878042,4,CUSPARSE,80624258,128,32
2520000,2520000, 79.278700,10,64.000000,161280000,24.666398,4.068684,4,CUSP,161248419,128,32
2520000,2520000, 85.564500,10,64.000000,161280000,22.854338,3.769788,4,CUSPARSE,161248419,128,32
2520000,2520000,156.279700,10,128.000000,322560000,24.896900,4.127983,4,CUSP,322496257,128,32
2520000,2520000,153.073000,10,128.000000,322560000,25.418460,4.214460,4,CUSPARSE,322496257,128,32
2540000,2540000,  1.712100,10,1.000000,2540000,29.671166,2.967116,4,CUSP,2539493,128,32
2540000,2540000,  2.167700,10,1.000000,2540000,23.434979,2.343498,4,CUSPARSE,2539493,128,32
2540000,2540000,  3.111800,10,2.000000,5080000,26.119932,3.264991,4,CUSP,5078977,128,32
2540000,2540000,  3.555800,10,2.000000,5080000,22.858430,2.857304,4,CUSPARSE,5078977,128,32
2540000,2540000,  5.659200,10,4.000000,10160000,25.134295,3.590614,4,CUSP,10158003,128,32
2540000,2540000,  5.191400,10,4.000000,10160000,27.399161,3.914166,4,CUSPARSE,10158003,128,32
2540000,2540000, 11.887400,10,8.000000,20320000,22.221849,3.418746,4,CUSP,20316103,128,32
2540000,2540000, 10.478300,10,8.000000,20320000,25.210197,3.878492,4,CUSPARSE,20316103,128,32
2540000,2540000, 22.408300,10,16.000000,40640000,22.670171,3.627227,4,CUSP,40632138,128,32
2540000,2540000, 21.319200,10,16.000000,40640000,23.828286,3.812526,4,CUSPARSE,40632138,128,32
2540000,2540000, 41.954700,10,32.000000,81280000,23.732264,3.874655,4,CUSP,81264078,128,32
2540000,2540000, 42.031800,10,32.000000,81280000,23.688731,3.867548,4,CUSPARSE,81264078,128,32
2540000,2540000, 79.934800,10,64.000000,162560000,24.658096,4.067315,4,CUSP,162528271,128,32
2540000,2540000, 86.425800,10,64.000000,162560000,22.806153,3.761840,4,CUSPARSE,162528271,128,32
2540000,2540000,157.702300,10,128.000000,325120000,24.868122,4.123212,4,CUSP,325056541,128,32
2540000,2540000,154.880400,10,128.000000,325120000,25.321216,4.198336,4,CUSPARSE,325056541,128,32
2560000,2560000,  1.728700,10,1.000000,2560000,29.617634,2.961763,4,CUSP,2559534,128,32
2560000,2560000,  2.178900,10,1.000000,2560000,23.498097,2.349810,4,CUSPARSE,2559534,128,32
2560000,2560000,  3.134700,10,2.000000,5120000,26.133284,3.266660,4,CUSP,5118992,128,32
2560000,2560000,  3.577500,10,2.000000,5120000,22.898673,2.862334,4,CUSPARSE,5118992,128,32
2560000,2560000,  6.093900,10,4.000000,10240000,23.525165,3.360738,4,CUSP,10238030,128,32
2560000,2560000,  5.601700,10,4.000000,10240000,25.592232,3.656033,4,CUSPARSE,10238030,128,32
2560000,2560000, 11.981200,10,8.000000,20480000,22.221481,3.418689,4,CUSP,20476069,128,32
2560000,2560000, 10.565700,10,8.000000,20480000,25.198520,3.876695,4,CUSPARSE,20476069,128,32
2560000,2560000, 22.671200,10,16.000000,40960000,22.583719,3.613395,4,CUSP,40952094,128,32
2560000,2560000, 21.540900,10,16.000000,40960000,23.768738,3.802998,4,CUSPARSE,40952094,128,32
2560000,2560000, 42.495300,10,32.000000,81920000,23.614847,3.855485,4,CUSP,81904300,128,32
2560000,2560000, 42.511400,10,32.000000,81920000,23.605903,3.854025,4,CUSPARSE,81904300,128,32
2560000,2560000, 80.591900,10,64.000000,163840000,24.649624,4.065917,4,CUSP,163808221,128,32
2560000,2560000, 87.015400,10,64.000000,163840000,22.829982,3.765770,4,CUSPARSE,163808221,128,32
2560000,2560000,158.892900,10,128.000000,327680000,24.876127,4.124539,4,CUSP,327616523,128,32
